Name,Team,G,PA,HR,R,RBI,BB,SO,SB,CS,AVG,BB/K,wOBA,Def,Off,wRC+,BB%+,K%+,OBP+,SLG+,ISO+,WPA,WPA/LI,Clutch,WAR,NameASCII,PlayerId,MLBAMID
"Spencer Horwitz","TOR",68,265,10,34,30,26,48,0,0,0.267241379,0.541666666,0.34706299503644306,-1.7113204274792224,5.947299356391985,128.5821793045886,121.15145289239433,80.63937828790993,110.96861824391821,117.18219737804338,126.52177994337421,1.318361536366865,0.6864010749850422,0.7119325354831629,1.3410344845343358,"Spencer Horwitz",26477,687462
"Luke Raley","SEA",57,208,11,26,32,18,57,6,1,0.229885057,0.315789473,0.35708569904456394,-3.967192525975406,10.02459314531809,140.26780496224015,106.85880730839636,122.00098255383898,110.83901652509485,121.52227868783025,161.3611105691876,1.1609416119754314,0.8572053688112646,0.17267714413444302,1.333772906321001,"Luke Raley",19354,670042
"Jurickson Profar","SDP",63,283,11,40,27,33,44,5,0,0.238297872,0.75,0.3411894899478062,-4.75882610026747,8.114356657416746,123.42037056397557,141.96354242380085,69.12240182679346,112.93144970638824,105.55911896478702,119.68446383297989,1.7577296094968915,1.0308602617587894,0.9642631610040253,1.3252274154184427,"Jurickson Profar",10815,595777
"Jeremy Peña","HOU",67,280,10,36,37,9,49,7,2,0.257692307,0.183673469,0.3121961645755289,1.2446970203891397,2.235794451378601,104.56388801414349,39.69041421367938,77.9093995383437,96.13433997896523,107.4670919805383,107.98782009615468,-0.4861353993183002,-0.022996918356511742,-0.4300181494655744,1.3145272156017804,"Jeremy Pena",21636,665161
"Otto Lopez","MIA",54,223,2,23,15,16,42,11,2,0.262135922,0.38095238,0.3011820496202589,6.012259783688933,-0.9958223879884089,90.37726772703373,87.35030799201623,83.73306885334436,100.0613339756107,91.51873128172316,68.26662366721071,-0.3723721127025783,-0.16940782076562755,-0.20764664929192606,1.2883791936121096,"Otto Lopez",19608,672640
"Ernie Clement","TOR",65,257,8,28,34,6,24,8,2,0.262096774,0.25,0.3007353483699262,4.402618374675512,-0.48026307022741954,96.26369338555583,28.828315928110115,41.57477684856987,91.78979424193152,105.5619793853208,100.34791914171106,0.6701411816202381,-0.41240752197336406,1.0876632008538718,1.2814367693318363,"Ernie Clement",20352,676391
"Matt Vierling","DET",59,245,6,37,22,19,45,5,0,0.265765765,0.422222222,0.324365889539524,-1.4479911883827299,5.226405639413479,112.20337409545449,95.76099929428595,81.7707981766548,105.51848880243948,105.45224754516099,97.72853501199214,-0.5584413739852607,-0.0029805400408804417,-0.6267870804914927,1.225637356106129,"Matt Vierling",21558,663837
"Brandon Marsh","PHI",62,217,8,27,24,22,73,8,0,0.236842105,0.301369863,0.3239080516828431,0.7011136654764414,3.6778442455036044,107.6553196991291,123.42759634229942,149.56008616020603,101.37166092848129,105.75357007798489,121.11609639874924,-0.5050475215539336,-0.11088594933971763,-0.37130206857049614,1.202004867322113,"Brandon Marsh",20202,669016
"JJ Bleday","OAK",64,264,9,37,27,26,55,1,2,0.236286919,0.472727272,0.3266768886735945,-1.1163083561696112,3.863391580291644,116.73156745831712,121.61035999044061,92.74928501629603,101.59651840522181,110.46148062425847,129.2374376200234,-0.5011401497758925,0.18222670000977814,-0.6709117859561269,1.184407536533878,"JJ Bleday",26368,668709
"Gleyber Torres","NYY",62,281,6,33,29,31,46,0,2,0.289795918,0.673913043,0.3367002082722528,-2.1220057832542807,4.19802908997632,119.93489122720744,136.2249089472895,72.87915333574956,117.71906406618216,100.68988819947349,70.32230989199061,0.14687558123841882,0.35180753166787326,-0.19813532498890843,1.1734193384919236,"Gleyber Torres",16997,650402
